ID,iTree Common Name,iTree Botantical Name,iTree#,iTree Text,DBH,Address,CONDITION,MAINTPRIM,DEFECT,OHUTIL,SEWERVENT,WATERGAS,GSLENGTH,GSWIDTH,NOTES,Planted Date,Site Usage,Quadrant,Management Designation,In the CEJA?,LATITUDE,LONGITUDE,Native or Cultivated,Native Locale,Size Category,Shape or Form,Height (ft),Spread (ft),Growth Rate,Invasiveness,Wildlife,Leaf Description,Fall Color,Bark Color and Texture,Flower Description,Flower Color,Flower Fragrance,"Fruit, Nut, and Seed Descriptions",Plant Care,"Disease, Pests, and Problems",Shape or Form,OPAL Overall,OPAL F,OPAL M,CARE-S Allergy Potential,CARE-S Pollen Transport Mechanisms,CARE-S Pollen Production Amounts,Drough Resistance,Salt Tolerance,Bare Root Transplanting ,Required Soil Volumet,Invasiveness,Soil Preference,Light Exposure,Family (English),Family (Botanic),Suggested Frequency of Planting,Size Category,Native or Cultivated
9983,Rose-of-sharon,Hibiscus syriacus,3574,HISY,2,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,6 stems,,Tree,NWQ,Park,No,40.04486965,-76.32088612,Non-native,0,Small,0,8-12,6-10,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,No Information,50,Low,0,0,0,0,Sparingly,Small,Non-native
9987,Punk tree,Melaleuca quinquenervia,4036,MEQU,7,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0436913,-76.32195633,Non-native,0,Large,0,40-70,20-40,0,High,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Not tolerant,No Information,50,High,0,0,0,0,Sparingly,Large,Non-native
9988,Rose-of-sharon,Hibiscus syriacus,3574,HISY,3,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,2 stems,,Tree,NWQ,Park,No,40.04489094,-76.32083549,Non-native,0,Small,0,8-12,6-10,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,No Information,50,Low,0,0,0,0,Sparingly,Small,Non-native
9989,Horse chestnut,Aesculus hippocastanum,1710,AEHI,19,901 BUCHANAN AVE,Good,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04462751,-76.32162363,Non-native,0,Large,0,50-75,50-60,0,Little,0,0,"Yellow, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Moderate,Moderately difficult,50,Little,0,0,0,0,Sparingly,Large,Non-native
9991,Ginkgo,Ginkgo biloba,3452,GIBI,2,901 BUCHANAN AVE,Good,Train,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04421115,-76.32123143,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
9993,Amur corktree,Phellodendron amurense,4350,PHAM,7,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04540854,-76.32149407,Non-native,"Eastern Asia (China, Korea, Russia, Japan)",Medium,"Broad, spreading",30-50,30-50,Moderate,High,Provides habitat and food for various bird species; note: can be invasive,"Opposite, pinnately compound leaves, 10�15 inches long, dark green; yellow fall color",Yellow,"Gray-brown, corky bark with deep fissures","Inconspicuous greenish-yellow flowers in clusters, blooming in late spring",Green-Yellow,Not Fragrant,"Black drupes, 1 cm in diameter, persisting into winter",Not Fragrant,Can be invasive; monitor for suckering and unwanted spread,"Broad, spreading",0,1,7,No Data,No Data,No Data,High,Tolerant,Medium,50,High,Prefers well-drained soils; tolerates a range of soil conditions,Full sun,Rue,Rutaceae,Sparingly,Medium,Non-native
9994,Norway spruce,Picea abies,4416,PIAB,32,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04494225,-76.32084548,Non-native,0,Large,0,60-100,25-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
9996,Red maple,Acer rubrum,1678,ACRU,6,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04417015,-76.32135708,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9999,Sugar maple,Acer saccharum,1680,ACSA2,7,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04378349,-76.32196236,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10000,Common lilac,Syringa vulgaris,5764,SYVU,2,901 BUCHANAN AVE,Poor,Train,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04467542,-76.32146806,Non-native,0,Small,0,12-15,10-12,0,Low,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Small,Non-native
10001,Ginkgo,Ginkgo biloba,3452,GIBI,6,901 BUCHANAN AVE,Fair,Train,Tree architecture,No,No,No,0,0,leaning,,Tree,NWQ,Park,No,40.04550625,-76.32158249,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
10008,London planetree,Platanus x hybrida,4563,PLAC,19,901 BUCHANAN AVE,Good,Routine Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04406844,-76.32135399,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
10009,Norway spruce,Picea abies,4416,PIAB,32,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04508909,-76.32081838,Non-native,0,Large,0,60-100,25-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
10011,Northern red oak,Quercus rubra,4970,QURU,20,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04386531,-76.32207224,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
10013,Soulard crab,Malus x soulardii,4001,MASY3,7,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04555538,-76.32156038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,Red maple,Acer rubrum,1678,ACRU,21,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04389873,-76.32224836,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10018,Red maple,Acer rubrum,1678,ACRU,9,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0455581,-76.32147624,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10019,Green ash,Fraxinus pennsylvanica,3394,FRPE,24,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04528008,-76.32068822,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
10020,Northern red oak,Quercus rubra,4970,QURU,33,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04423796,-76.32164237,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
10021,Callery pear,Pyrus calleryana,4810,PYCA,13,901 BUCHANAN AVE,Fair,Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04389103,-76.32143741,Non-native,0,Medium,0,30-50,20-30,0,Medium,0,0,"Red, Orange, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Medium,0,0,0,0,Sparingly,Medium,Non-native
10026,Black tupelo,Nyssa sylvatica,4248,NYSY,4,901 BUCHANAN AVE,Good,Train,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04415524,-76.32167906,nativar,Eastern United States,Large,"Pyramidal when young, becoming more irregular with age",40-50,20-30,Slow to medium,Little,Provides habitat and food for birds and pollinators; berries attract wildlife,"Alternate, simple leaves, 3-6 inches long; glossy dark green in summer, turning bright scarlet in fall",Red,Gray bark becoming furrowed with age,Inconspicuous greenish-white flowers in spring,Green,Not Fragrant,"Small, dark blue drupes, maturing in late summer to fall",Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and scale insects,"Pyramidal when young, becoming more irregular with age",0,1,9,No Data,No Data,No Data,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained, acidic soils; tolerates wet soils",Full sun to partial shade,Nyssaceae,Nyssaceae,Moderately,Large,nativar
10027,Green ash,Fraxinus pennsylvanica,3394,FRPE,25,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04533358,-76.32069678,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
10028,Freeman maple,Acer x freemanii,1683,ACFR,7,901 BUCHANAN AVE,Good,Routine Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04554555,-76.32139068,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
10032,Freeman maple,Acer x freemanii,1683,ACFR,14,901 BUCHANAN AVE,Poor,Remove,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04386876,-76.32235223,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
10038,Freeman maple,Acer x freemanii,1683,ACFR,8,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04552917,-76.32131153,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
10039,Northern red oak,Quercus rubra,4970,QURU,45,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0440731,-76.32171482,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
10040,Northern white cedar,Thuja occidentalis,5852,THOC,23,901 BUCHANAN AVE,Fair,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04404508,-76.32220772,Native to North America,0,Medium,0,40-50,10-15,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,High,50,Low,0,0,0,0,Frequently,Medium,Native to North America
10041,American elm,Ulmus americana,5903,ULAM,20,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04533958,-76.32065399,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
10042,Japanese maple,Acer palmatum,1674,ACPA,5,901 BUCHANAN AVE,Poor,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0437696,-76.32145801,Non-native,"Japan, Korea, China",Small,Rounded to spreading crown,15-25,15-25,Slow to medium,Low,Provides habitat and food for various bird species,"Leaves are opposite, simple, 2-5 inches long, deeply lobed with 5-9 lobes; various colors depending on cultivar; excellent fall color","Red, Orange","Smooth, gray bark",Inconspicuous; small reddish flowers in clusters,Red,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch in hot, dry conditions; monitor for pests",Rounded to spreading crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Low,Not tolerant,Medium,30,Low,"Prefers moist, well-drained soils; sensitive to drought and heat",Partial shade to full sun,Soapberry,Sapindaceae,Sparingly,Small,Non-native
